uniq_id,reference,bike_type,bike_size,bike_year,bike_year_circulation,bike_km,bike_color,bike_warranty,bike_description,price,bike_brand,bike_model,vendor_city,vendor_type,source,scrap_date,url
moto-selection-1190016,1190016,ROADSTER,600,2010,0,5000,,,"  Démarches administratives sur place,Financement possible,Gravage possible,Révision faite,Faible kilométrage,Première main,Très bon état général,Garantie 12 mois",4999,YAMAHA,XJ6-N, Lens,Pro,moto-selection,2021-06-17 16:12:00.118028,http://www.moto-selection.com/moto-occasion/yamaha-xj6-n/1190016.html
moto-selection-1190000,1190000,ROADSTER,125,2020,0,200,,,"KTM 125 DUKE ABS, 07/2020, orange/blanc, 200 km. Equipée d'un silencieux Akrapovic carbone et le leviers anodisés réglables. Première main : pochette KTM avec manuel d'utilisateur, carnet de garantie et double des clés seront fournis à la vente. Reprise, financement et assurance possible, essai sur rdv. Sous garantie constructeur jusqu'en juillet 2022, extension possible. Visible au magasin horizon moto, 11 rue d'épluches, 95310 saint ouen l'aumône, demander Philippe au 01.30.32.63.20.    ABS,Indicateur de rapport engagé,Silencieux Akrapovic,Silencieux carbone,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Double des clés ,Manuel d'origine,A peu roulé,En parfait état,Première main,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 23/07/2022",5000,KTM,125 DUKE ABS, St Ouen L Aumone,Pro,moto-selection,2021-06-17 16:12:06.454861,http://www.moto-selection.com/moto-occasion/ktm-125-duke-abs/1190000.html
moto-selection-1190103,1190103,SCOOTER,125,2018,0,6000,,,"  ABS,Démarches administratives sur place,Essai sur rendez-vous,Reprise possible,Transport possible,Révision faite,Très bon état général,Disponible à l'essai,Garantie 3 mois",1790,YAMAHA,D'ELIGHT, Paris 15,Pro,moto-selection,2021-06-17 16:12:12.167112,http://www.moto-selection.com/moto-occasion/yamaha-d-elight/1190103.html
moto-selection-1190032,1190032,ROUTIÈRE,900,2021,0,199,,,"EX surplus gendarmerie, moto repeinte en noir okms modèle 2017 non immat ,neuve garantie 2ans, reprise et financement possible  ABS,Anti-démarrage",9199,YAMAHA,TRACER 900, La Ville Du Bois,Pro,moto-selection,2021-06-17 16:12:19.444986,http://www.moto-selection.com/moto-occasion/yamaha-tracer-900/1190032.html
moto-selection-1190084,1190084,ROADSTER,689,2019,0,3038,,,"Très belle MT07 (MT-07) que nous avons vendue neuve. Version full mais bridable pour environ 200 euros. GARANTIE   Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,En parfait état,1ère main,Garantie constructeur jusqu'au 06/09/2021",6490,YAMAHA,MT 07, Tourcoing,Pro,moto-selection,2021-06-17 16:12:28.250284,http://www.moto-selection.com/moto-occasion/yamaha-mt-07/1190084.html
moto-selection-1190092,1190092,ENDURO,250,2020,0,28,,,"DSN MOTOS 33 DAFY vous propose  - SHERCO 300 SE-F RACING 2016 POUR 194EUR/MOIS* DSN MOTOS 33  -MISE EN CIRCULATION : 01/04/2020 - 815KMS ET 28 HEURES DE FONCTIONNEMENT - MOTO VENDUE CONTROLEE ET RIVISEE  - SABOT  - PROTECTION RADIATEUR  - PROTECTION CADRE ACERBIS    -  PRIX : 7900EUR *  - POSSIBILITÉ DE LIVRAISON DANS TOUTE LA FRANCE. - POSSIBILITÉ DE REPRISE. - POSSIBILTE DE FINANCEMENT (exemple LOA ou crédit classique avec 30 % d'apport   GROUPE DSN MOTOS  33210 TOULENNE TEL: 05 56 27 35 53 MAIL: com2-dsnmotos@orange.fr  Assurance sur place,Démarches administratives sur place,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible",7900,HUSQVARNA,ENDURO, Toulenne,Pro,moto-selection,2021-06-17 16:12:34.556011,http://www.moto-selection.com/moto-occasion/husqvarna-enduro/1190092.html
moto-selection-1190024,1190024,ROADSTER,702,2019,0,21651,,,"Belle Kawasaki Z650 de Juin 2021 Elle totalise 21 651 kms.  Aucun frais à prévoir, entretien effectué. Consommables et révisions sont à jour.  Elle vous sera garantie 12 mois Avec possibilité d'extension jusqu'à 36 mois  Financement pour 112EUR/mois sur 48 mois avec un apport de 1767EUR, étude personnalisée sur demande (apport et durée variable)  ABS,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement possible,Aucun consommable à prévoir,Révision faite,Bridable A2,Compatible Permis A2,Garantie 12 mois  Nous nous occupons de votre carte grise. Reçue directement à domicile. Nous pourrons vous proposer des solutions de financement et d'assurance.  Pour plus de renseignements ou réservation :  Kawa Racing Nîmes Concessionnaire exclusif Kawasaki 27 bis rue du pied ferme 30900 Nîmes 04.66.84.60.01.  ",5890,KAWASAKI,Z 650, Nimes,Pro,moto-selection,2021-06-17 16:12:41.410675,http://www.moto-selection.com/moto-occasion/kawasaki-z-650/1190024.html
moto-selection-1173076,1173076,ROADSTER,1000,2019,0,6101,,,"KAWASAKI Z1000SX année 2019 Très peu de kilomètres (6101 km) Equipé d'un support de Top Case GIVI et d'une ligne ARROW véhicule disponible chez YAMAHA COMPIEGNE Contactez Barbara, Grégoire ou Paul au 03.44.09.98.21 Possibilité de livraison dans toute la France pour 390EUR  ,Garantie constructeur jusqu'au 02/07/2021",10990,KAWASAKI,Z1000, Compiegne,Pro,moto-selection,2021-06-17 16:12:45.401257,http://www.moto-selection.com/moto-occasion/kawasaki-z1000/1173076.html
moto-selection-1190008,1190008,CUSTOM,1584,2009,0,38035,,,"HARLEY-DAVIDSON DYNA STREET BOB du 18-09-2009.  Aucun Frais à prévoir, Entretien ET Consommables à Jour.  Détail des Equipements: - Echappements Vance & Hines - Filtre à Air - Carto Zodiac - Carters Allumage et Embrayage - Reposes Pieds ...  Garantie 3 Mois.  Pour plus d'infos, Merci de bien vouloir téléphoner car il est très difficile de répondre à tous les Mails.  Financement, Reprise et Assurance Possibles.  Livraison Possible dans toute la France.  Du Mardi au Samedi de 9h à 12h et de 14h à 19h (18h le Samedi)  - CHEZ NOUS LE DEPOT-VENTE EST GRATUIT -  POUR TOUT RENSEIGNEMENT COMPLEMENTAIRE, VOTRE CONTACT: OLIVIER au 05.62.53.54.04  ",11599,HARLEY DAVIDSON,DYNA STREET BOB, Tarbes,Pro,moto-selection,2021-06-17 16:12:50.680502,http://www.moto-selection.com/moto-occasion/harley-davidson-dyna-street-bob/1190008.html
moto-selection-1190066,1190066,TRAIL,125,2011,0,15622,,,"4/1 REF: 34343.REVISEE.FACTURES D'ENTRETIENS .TBEG.AUCUN FRAIS A PREVOIR.GARANTIE 3 MOIS CHEZ 4EN1. FINANCEMENT TOTAL OU AVEC APPORT JUSQUA 72 MOIS REPONSE SOUS 48H ASSURANCE SUR PLACE EXTENSION DE GARANTIE POSSIBLE DE 6 /12 ou 24 MOIS  LIVRAISON CHEZ VOUS SUR DEVIS. REPRISE OU RACHAT DE VOTRE ANCIEN VEHICULE ******************************************* TOUTES LES PHOTOS SUR NOTRE SITE : 4 E N 1 . F R  ******************************************* 4en1 , 8 rue philippe de Girard 75010 Paris Ouvert du Mardi au Samedi de 9h30 à 13h et de 14h à 18h30 Tél : 01.40.36.40.36 Nous rachetons votre véhicule au meilleur prix ! Modèles équivalents : Honda nc750x Africa twin varadero crf100l  xadv CB500x cb500f cb500x cb650 kawasaki z650 z750 z800 z900 z1000 z1000sx versys versys1000 kle suzuki vstrom gsr gsr750 gsxs yamaha mt09  tracer mt07 mt09 mt10 mt10sp super tenere xt xt660 bmw r1200rt 1200gs k1600 k1200 f800 triumph street triple speed triple tiger 800 KTM  Selle confort,Top case,Garantie 3 mois",3290,HONDA,VARADERO 125, Paris 10,Pro,moto-selection,2021-06-17 16:12:57.357997,http://www.moto-selection.com/moto-occasion/honda-varadero-125/1190066.html
moto-selection-1190070,1190070,CROSS,250,2019,0,55,,,"Moto en très bon état, consommables ok, contrôle jeu soupapes ok, piston ok, prête à rouler  ,1ère main  Possibilité de financement. Contactez-nous pour plus d'informations. Un crédit vous engage et doit être remboursé. Vérifiez vos capacités de remboursement avant de vous engager.",5790,KTM,SX-F, Varennes Les Macon,Pro,moto-selection,2021-06-17 16:13:05.043107,http://www.moto-selection.com/moto-occasion/ktm-sx-f/1190070.html
moto-selection-1190060,1190060,ENDURO,230,2006,0,8500,,,"Révision faite pneus récent juste a rouler très rare  ,Compatible Permis A2",3242,HONDA,CRE-F, Melun,Pro,moto-selection,2021-06-17 16:13:11.006141,http://www.moto-selection.com/moto-occasion/honda-cre-f/1190060.html
moto-selection-1187346,1187346,SCOOTER,500,2018,0,9600,,,"  ,1ère main,Garantie 6 mois  TOUS-NOS-VEHICULES-SONT-VENDU-EN-ETAT-IMPECCABLE-AVEC-TRACABILITE-DES-KM-FOURNIE-AVEC -FACTURES VEHICULE-VENDU- LAVES-LUSTRES-REVISES-GARANTIE-PIECES-ET-MO-TOUS -EN-ETAT-PARFAIT-DE-CARROSSERIE-AVEC -HISTORIQUE-FOURNIE  SE-CONDUIT-PERMIS-B CARTE GRISE-CREDIT-SUR-PLACE-TRANSPORT-EN-FRANCE-POSSIBLE-398EUR-TTC -PARTOUT-EN-FRANCE-PAIEMENT-EN-PLUSIEURS-FOIS-POSSIBLE  URGENCE SAUSSURE 17E SPECIALISTE-DU-MP3 DEPUIS 2006 TOUTE LA GAMME DISPONIBLE TOUTE L ANNEE 250LT/300LT/350LT/400LT/500LT/500 HPE UN LARGE CHOIX DE MP3 D OCCASIONS TOUTE L ANNEE VENTE SUR PLACE EN CONCESSION  OU EN EXPEDITION  ",6500,PIAGGIO,MP3 500 HPE SPORT ABS-ASR, Paris 17,Pro,moto-selection,2021-06-17 16:13:11.326958,http://www.moto-selection.com/moto-occasion/piaggio-mp3-500-hpe-sport-abs-asr/1187346.html
moto-selection-1180813,1180813,SCOOTER,400,2018,0,4790,,,"1ER MAIN - ENTRETIEN A JOUR - SELEMENT 4 790 KILOMETRES  EQUIPEMENT: SUPPORT PLAQUE - DOSSERET PASSAGER   ,Garantie 3 mois",5690,YAMAHA,X-MAX 400, Ste Maxime,Pro,moto-selection,2021-06-17 16:13:11.580808,http://www.moto-selection.com/moto-occasion/yamaha-x-max-400/1180813.html
moto-selection-1190018,1190018,CROSS,125,2016,0,111,,,"Très belle KTM 125 SX 2017 - Très bon état - Aucuns consommables à prévoir - Financement et livraison possibles - Nous contacter au 0164092746 - Demander André ou Erick -  Financement possible,Gravage possible,Livraison possible,Transport possible,Dépôt-vente",4500,KTM,125 SX 2017, Vert St Denis,Pro,moto-selection,2021-06-17 16:13:18.140208,http://www.moto-selection.com/moto-occasion/ktm-125-sx-2017/1190018.html
moto-selection-1190076,1190076,ROUTIÈRE,1300,2012,0,18000,,,Petit choc RIV CARTE GRISE   ,5300,HONDA,ST PAN-EUROPEAN, Arles,Pro,moto-selection,2021-06-17 16:13:25.166567,http://www.moto-selection.com/moto-occasion/honda-st-pan-european/1190076.html
moto-selection-1190034,1190034,ROADSTER,1198,2011,0,13000,,,"  Prix hors frais d'immatriculation,Révision faite",10900,DUCATI,DIAVEL, Chalon Sur Saone,Pro,moto-selection,2021-06-17 16:13:33.056016,http://www.moto-selection.com/moto-occasion/ducati-diavel/1190034.html
moto-selection-1181891,1181891,ROUTIÈRE,1200,2005,0,90225,,,"  Indicateur de rapport engagé,Support de valises,Top case 2 casques,Valises,Version GT,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Transport possible,Dossier d'entretien complet,Manuel d'origine,Révision faite,Échappement d'origine,Disponible à l'essai,Garantie 6 mois",5990,BMW,R 1200, Dury,Pro,moto-selection,2021-06-17 16:13:33.296922,http://www.moto-selection.com/moto-occasion/bmw-r-1200/1181891.html
moto-selection-1190082,1190082,SCOOTER,125,2021,0,606,,,"N-MAX en état neuf. Il ne s'agit pas d'un véhicule de démonstration.  Assurance sur place,Démarches administratives sur place,Financement possible,1ère main,Garantie constructeur jusqu'au 23/03/2023",2980,YAMAHA,NMAX 125, Tourcoing,Pro,moto-selection,2021-06-17 16:13:40.678497,http://www.moto-selection.com/moto-occasion/yamaha-nmax-125/1190082.html
moto-selection-1178252,1178252,SCOOTER,650,2012,0,48352,,,"Véhicule revisée top case GIVI tablier manchons support téléphone factures d'entretiens à saisir   ABS,Peinture métal,Top case 2 casques,Bulle haute,Manchons,Tablier,Top case 2 casques,Démarches administratives sur place,Financement & Assurance possibles ,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Révision faite,Affaire à saisir,En parfait état",3262,SUZUKI,BURGMAN, Melun,Pro,moto-selection,2021-06-17 16:13:40.907851,http://www.moto-selection.com/moto-occasion/suzuki-burgman/1178252.html
moto-selection-1190094,1190094,ROADSTER,850,2016,0,22070,,,"  ABS,Anti-démarrage,Capot de selle,Poignées chauffantes,Rétroviseurs,Saute vent,Silencieux Akrapovic,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Révision faite,Disponible à l'essai,Garantie 3 mois  TRIUMPH ITALIE vous propose cette superbe moto à jour dans son entretien et sans frais à prévoir. Ce véhicule bénéficie d'une garantie pièces et main d'oeuvre de 3 mois minimum.   Nous pouvons étudier un financement personnalisé ainsi qu'un reprise éventuelle de votre moto actuelle qu'elle qu'en soit la marque. Livraison possible dans toute la France.  Pour plus de renseignements merci de contacter : Dalmard Guillaume 01.77.35.07.58 ou au 06.47.61.92.67 ou bien par mail. occasions@triumph-bastille.com Horaires d'ouverture: Du mardi au vendredi de 9h à 12h30 puis de 13h30 à 18h et le samedi de 9h à 12h30 puis de 13h30 à 17h00  ATS Triumph votre concessionnaire Triumph depuis 25 ans ! Véhicule visible sur rdv dans notre centre occasion : TRIUMPH ITALIE 2-4 BOULEVARD DU GENERAL DE GAULLE 94270 LE KREMLIN BICÊTRE",7490,YAMAHA,XSR 900, Le Kremlin Bicetre,Pro,moto-selection,2021-06-17 16:13:47.006454,http://www.moto-selection.com/moto-occasion/yamaha-xsr-900/1190094.html
moto-selection-1190022,1190022,SCOOTER,300,2019,0,14215,,,"  ABS,Peinture vernie,Dosseret passager,Poignées chauffantes,Tablier,Assurance sur place,Démarches administratives sur place,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Assistance routière,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Révision faite,Trousse à outil,Entièrement d'origine,Etat exceptionnel,Faible kilométrage,Première main,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 23/01/2021",4799,HONDA,NSS FORZA 300 A, Paris 11,Pro,moto-selection,2021-06-17 16:13:53.563295,http://www.moto-selection.com/moto-occasion/honda-nss-forza-300-a/1190022.html
moto-selection-1190010,1190010,TRAIL,1000,2021,0,3500,,,"* KAWASAKI VERSYS 1000 S 2021 ÉQUIPÉE DISPONIBLE IMMÉDIATEMENT * Véhicule de direction  *** REPRISE ET FINANCEMENT POSSIBLE *** exemple sur 60 mois sans apport : 276EUR /mois  Options /accessoires : Silencieux Leo vince, Crashbar, Top case deux casques , protège réservoir   ABS,Béquille centrale,Indicateur de rapport engagé,Peinture vernie,Poignées chauffantes,Régulateur de vitesse,Shifter,Silencieux inox,Tampons pare carter,Top case 2 casques,Financement & Assurance possibles ,Livraison possible,Reprise possible,Dossier d'entretien complet,Double des clés ,En parfait état,Première main,1ère main,Garantie constructeur jusqu'au 04/02/2023  Votre contact : Cyril BERTELLI : 05 33 09 27 73 Bernard : 05 33 09 10 04  ",14590,KAWASAKI,VERSYS 1000, Toulouse,Pro,moto-selection,2021-06-17 16:14:01.184489,http://www.moto-selection.com/moto-occasion/kawasaki-versys-1000/1190010.html
moto-selection-1190105,1190105,SCOOTER,350,2020,0,4700,,,"  ABS,Béquille centrale,Démarches administratives sur place,Essai sur rendez-vous,Reprise possible,Transport possible,Factures d'entretien,Révision faite,En parfait état,Disponible à l'essai,Garantie 6 mois",5990,PIAGGIO,MP3 350 ABS-ASR, Paris 15,Pro,moto-selection,2021-06-17 16:14:07.961983,http://www.moto-selection.com/moto-occasion/piaggio-mp3-350-abs-asr/1190105.html
moto-selection-1190068,1190068,SCOOTER,300,2020,0,14254,,,"4/1REF: 34323.REVISE. CARNET YAMAHA. AUCUN FRAIS A PREVOIR.GARANTIE CONSTRUCTEUR.LIVRAISON CHEZ VOUS DEVIS NOUS CONSULTER.REPRISE ASSURANCE ET FINANCEMENT POSSIBLE. 4en1 , 8 rue philippe de Girard 75010 Paris Ouvert du Mardi au Samedi de 9h30 à 13h et de 14h à 18h30 Tél : 01.40.36.40.36. Nous rachetons votre véhicule au meilleur prix !  Modèles équivalents : Honda vision lead pcx forza sh sh125 sh300 swt400 silverwing swt 600 integra  Xadv yamaha delight nmax xmax majesty tmax 500 t max 530 tmax sx dx   suzuki burgman piaggio x8 x9 x10 x-evo vespa primavera zip kymco ak550 peugeot metropolis  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Peinture mat ,Série spéciale,Dosseret passager,Compatible Permis A2,Garantie constructeur jusqu'au 05/02/2022",5190,YAMAHA,X-MAX 300 ABS, Paris 10,Pro,moto-selection,2021-06-17 16:14:13.953510,http://www.moto-selection.com/moto-occasion/yamaha-x-max-300-abs/1190068.html
moto-selection-1190006,1190006,SCOOTER,300,2019,0,29000,,,"2eme main , révision faite, modèle sans clé , feux LED,  garantie 1 an nationale, possibilité d'extension jusqu'à 4 ans, reprise possible, yourban, quadro, fuoco, xmax, nmax, tmax, srv, gp800, tracer, gs, sh, forza, pcx, cafe racer, mt07, vmax, cb, HARLEY, vroad, xjr, z1000, cbr, TRIUMPH rocket, z900, gsxf, gsx, diavel, r1200r, KTM adventure, super duke, 990 smr, monster, mt 09 sp, MV AGUSTA, streetfighter, ak, swt, burgman, ak550, beverly, VESPA, magesty, integra, gsxr, xadv, tuono, rsv, dorsoduro, scrambler   ,Garantie 12 mois  pour la formation 125 ou scooter 3 roues nous avons une auto-école partenaire pour bénéficier d'un tarif exceptionnel , financement total possible , paiement par cb en 3 fois maxi 2000 euros ,  livraison possible sur toute la France , extension de garantie , reprise , achat possible ,  moto en stock visite sur rdv , pour plus d'infos nous joindre au 0624582038 ou 0613198948",3990,YAMAHA,X-MAX 300 ABS, Marseille 06,Pro,moto-selection,2021-06-17 16:14:20.415230,http://www.moto-selection.com/moto-occasion/yamaha-x-max-300-abs/1190006.html
moto-selection-1190044,1190044,ROADSTER,800,2010,0,25400,,,"  ABS,Poignées chauffantes,Silencieux carbone,Support Top case,Top case 2 casques,Assurance sur place,Démarches administratives sur place,Plus de photos sur demande,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Manuel d'origine,Échappement d'origine,En parfait état,1ère main  PARFAIT ETAT",4890,BMW,F 800 R, St Priest,Pro,moto-selection,2021-06-17 16:14:27.012948,http://www.moto-selection.com/moto-occasion/bmw-f-800-r/1190044.html
moto-selection-1189992,1189992,TRAIL,1200,1990,0,7387,,,"YAMAHA 1200 V-MAX  - Démarre - Petite révision à prévoir (nettoyage carbu, bougies, vidange etc) - Échappement supertrapp - Compteur en MPH - Forfait carte grise collection possible par nos soins = 300EUR + coût de carte grise - Livraison Bouches du Rhône = 156EUR - Livraison en France hors Corse = 276EUR - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be  - Documents fournis à la vente :  Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Française  cb, 1300, 1400, xjr, fzx, 750, gsx                                                                                              Toutes nos motos sont visibles et disponibles dans notre show Room de Vitrolles en France (13127)  Consultez notre stock de motos d'occasion sur notre boutique en ligne : bike-eco.fr - livraison en France possible - pole position motos vous propose plusieurs véhicules disponibles en stock - véhicules visibles dans nos locaux - pole position moto - rn 113, quartier l'agneau - 13127 vitrolles - horaires : - lundi 13h30-18h00 - mardi au vendredi 8h45-12h30 14h00-18h00 - samedi 9h00-12h30'                                                                                                                                       Téléphone = 04.42.79.22.22",3490,YAMAHA,V-MAX, Vitrolles,Pro,moto-selection,2021-06-17 16:14:32.416249,http://www.moto-selection.com/moto-occasion/yamaha-v-max/1189992.html
moto-selection-1189984,1189984,SCOOTER,350,2018,0,21900,,,"  ,1ère main,Garantie 6 mois  TOUS-NOS-VEHICULES-SONT-VENDU-EN-ETAT-IMPECCABLE-AVEC-TRACABILITE-DES-KM-FOURNIE-AVEC -FACTURES VEHICULE-VENDU- LAVES-LUSTRES-REVISES-GARANTIE-PIECES-ET-MO-TOUS -EN-ETAT-PARFAIT-DE-CARROSSERIE-AVEC -HISTORIQUE-FOURNIE  SE-CONDUIT-PERMIS-B CARTE GRISE-CREDIT-SUR-PLACE-TRANSPORT-EN-FRANCE-POSSIBLE-398EUR-TTC -PARTOUT-EN-FRANCE-PAIEMENT-EN-PLUSIEURS-FOIS-POSSIBLE  URGENCE SAUSSURE 17E SPECIALISTE-DU-MP3 DEPUIS 2006 TOUTE LA GAMME DISPONIBLE TOUTE L ANNEE 250LT/300LT/350LT/400LT/500LT/500 HPE UN LARGE CHOIX DE MP3 D OCCASIONS TOUTE L ANNEE VENTE SUR PLACE EN CONCESSION  OU EN EXPEDITION  ",4900,PIAGGIO,MP3 350 ABS-ASR, Paris 17,Pro,moto-selection,2021-06-17 16:14:38.505280,http://www.moto-selection.com/moto-occasion/piaggio-mp3-350-abs-asr/1189984.html
moto-selection-1190052,1190052,SCOOTER,125,2019,0,12410,,,"  ABS,Béquille centrale,Garantie 3 mois  -Possibilité de reprendre votre ancienne moto. - Financement possible. - Livraison sous quelques jours. - Possibilité de livrer la moto partout en France",4490,YAMAHA,X-MAX, Quimper,Pro,moto-selection,2021-06-17 16:14:45.089023,http://www.moto-selection.com/moto-occasion/yamaha-x-max/1190052.html
moto-selection-1190080,1190080,TRAIL,1200,2007,0,29000,,,MOTO ACCIDENTÉE À BAS PRIX PAS CHERE : POUR  PROFESSIONNELS        : VENDU en ( RSV/VEI).  POUR L'EXPORT                       : LA  CARTE GRISE ORIGINALE EST DISPONIBLE                                        AUX  PARTICULIERS                 : POUR  UN USAGE SUR PISTE OU POUR PIÈCES  D ÉTACHÉES                     N°14239   ,3800,BMW,R 1200, Arles,Pro,moto-selection,2021-06-17 16:14:53.088850,http://www.moto-selection.com/moto-occasion/bmw-r-1200/1190080.html
moto-selection-1190036,1190036,SCOOTER,530,2017,0,12387,,,"  Bulle électrique,Bulle racing,Dosseret passager,Lèche-roue,Poignées chauffantes,Selle chauffante,Support de plaque,1ère main,Compatible Permis A2,Garantie 3 mois",9690,YAMAHA,TMAX 530 DX, Orvault,Pro,moto-selection,2021-06-17 16:15:00.517352,http://www.moto-selection.com/moto-occasion/yamaha-tmax-530-dx/1190036.html
moto-selection-1190058,1190058,CUSTOM,1200,2012,0,26222,,,"MOTO EN TRES BON ETAT GENERAL, 1ERE MAIN! REVISION ET PNEUS OK. ECHAPPEMENTS KHROME WERKS BOLOGNA 3 (origine fournit avec), COMMANDES AVANCEES (origine fournit avec), SISSY BAR, FILTRE A AIR SCREAMIN EAGLE (moto en Stage 1 avec boitier), SUPPORT PLAQUE LATERAL (support origine fournit avec), SELLE CONFORT HARLEY ET SELLE ORIGINE FOURNIE AVEC. UNE DES MOINS CHERES DU MARCHE. A SAISIR RAPIDEMENT. INDIAN SCOUT BOBBER SPORTSTER FORRTY EIGHT  ,1ère main,Garantie 3 mois  MOTOMAX 57 YAMAHA - INDIAN - BETA - PIAGGIO - GILERA - VESPA - MOTO GUZZI",9250,HARLEY DAVIDSON,NIGHTSTER, Woippy,Pro,moto-selection,2021-06-17 16:15:07.116622,http://www.moto-selection.com/moto-occasion/harley-davidson-nightster/1190058.html
moto-selection-1190020,1190020,CROSS,250,2019,0,116,,,"Très belle KTM 250 SX-F 2020 - Très bon état - Aucuns consommables à prévoir - Financement et livraison possibles - Nous contacter au 0164092746 - Demander André, Camille ou Erick -  Financement possible,Gravage possible,Livraison possible,Transport possible,1ère main",5990,KTM,250 SX-F 2020, Vert St Denis,Pro,moto-selection,2021-06-17 16:15:13.694956,http://www.moto-selection.com/moto-occasion/ktm-250-sx-f-2020/1190020.html
moto-selection-1189998,1189998,SPORTIVE,1100,1989,0,27773,,,"Sportive de collection SUZUKI GSX-R 1100 de 1989  Pot Yoshimura d'époque Peinture des caches latéraux refaite Démarre, à réviser/restaurer (carburation/injection, bougie(s), vidange, freins, pneus...)  ¤ Documents fournis à la vente : _ carte grise japonaise (originale), _ facture, _ certificat de cession, _ certificat 846A des Douanes.  * Livraison Bouches-du-Rhône = 156EUR * Livraison France (hors Corse) = 276EUR * Livraison Portugal et Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com * Livraison Allemagne et Belgique = ANNATRANS +32 56 84 36 22 / annatrans@sdgg.be  GSXR GSX R RGV ZXR ZX RR CBR 250 500 600 750 1000 1100                                                                                              Toutes nos motos sont visibles et disponibles dans notre show Room de Vitrolles en France (13127)  Consultez notre stock de motos d'occasion sur notre boutique en ligne : bike-eco.fr - livraison en France possible - pole position motos vous propose plusieurs véhicules disponibles en stock - véhicules visibles dans nos locaux - pole position moto - rn 113, quartier l'agneau - 13127 vitrolles - horaires : - lundi 13h30-18h00 - mardi au vendredi 8h45-12h30 14h00-18h00 - samedi 9h00-12h30'                                                                                                                                       Téléphone = 04.42.79.22.22",4890,SUZUKI,GSX-R 1100, Vitrolles,Pro,moto-selection,2021-06-17 16:15:19.775744,http://www.moto-selection.com/moto-occasion/suzuki-gsx-r-1100/1189998.html
moto-selection-1190096,1190096,ROUTIÈRE,1150,2005,0,44500,,,"BMW R1150 R totalisant 44500 kms. Moto très propre, tout fonctionne, cependant un voyant ABS reste allumé. C'est pourquoi nous la proposons uniquement à la vente à un professionnel au tarif attractif de 3500 EUR dans l'état. Pour plus d'informations, demandez : Mikaël  ,Dépôt-vente  K21 Moto Dijon au service de votre passion depuis plus de 10 ans ! Spécialiste Offroad ! Les plus grandes marques d'accessoires pour la moto et son pilote ! Ipone-Kenny-Alpinestars-Shoei-Bihr-Furygan-HJC-Airoh-Oakley-Scott",3500,BMW,R 1150, Chenove,Pro,moto-selection,2021-06-17 16:15:28.011647,http://www.moto-selection.com/moto-occasion/bmw-r-1150/1190096.html
